ἀνοησίαν	ἀνοησία	POS=0;SRC_LABEL=5;TGT_LABEL=0
ἀνοησίαν	ἀνοησίαν	POS=0;SRC_LABEL=5;TGT_LABEL=5
ἀνοησίαν	ἀνοησίες	POS=0;SRC_LABEL=5;TGT_LABEL=9
ἀνοησίες	ἀνοησία	POS=0;SRC_LABEL=9;TGT_LABEL=0
ἀνοησίες	ἀνοησίαν	POS=0;SRC_LABEL=9;TGT_LABEL=5
ἀνοησίες	ἀνοησίες	POS=0;SRC_LABEL=9;TGT_LABEL=9
ἐπέταξαν	ἐπέταξαν	POS=0;SRC_LABEL=5;TGT_LABEL=5
ἐπέταξαν	ἐπέταξε	POS=0;SRC_LABEL=5;TGT_LABEL=12
ἐπέταξε	ἐπέταξαν	POS=0;SRC_LABEL=12;TGT_LABEL=5
ἐπέταξε	ἐπέταξε	POS=0;SRC_LABEL=12;TGT_LABEL=12
συζύγου	συζύγου	POS=0;SRC_LABEL=15;TGT_LABEL=15
συζύγου	συζύγων	POS=0;SRC_LABEL=15;TGT_LABEL=8
συζύγων	συζύγου	POS=0;SRC_LABEL=8;TGT_LABEL=15
συζύγων	συζύγων	POS=0;SRC_LABEL=8;TGT_LABEL=8
διδασκάλους	διδασκάλους	POS=0;SRC_LABEL=7;TGT_LABEL=7
διδασκάλους	διδασκάλων	POS=0;SRC_LABEL=7;TGT_LABEL=8
διδασκάλων	διδασκάλους	POS=0;SRC_LABEL=8;TGT_LABEL=7
διδασκάλων	διδασκάλων	POS=0;SRC_LABEL=8;TGT_LABEL=8
ὠνόμασα	ὠνόμασα	POS=0;SRC_LABEL=0;TGT_LABEL=0
ὠνόμασα	ὠνόμασε	POS=0;SRC_LABEL=0;TGT_LABEL=12
ὠνόμασε	ὠνόμασα	POS=0;SRC_LABEL=12;TGT_LABEL=0
ὠνόμασε	ὠνόμασε	POS=0;SRC_LABEL=12;TGT_LABEL=12
πρόφασι	πρόφασι	POS=0;SRC_LABEL=0;TGT_LABEL=0
πρόφασι	πρόφασιν	POS=0;SRC_LABEL=0;TGT_LABEL=1
πρόφασιν	πρόφασι	POS=0;SRC_LABEL=1;TGT_LABEL=0
πρόφασιν	πρόφασιν	POS=0;SRC_LABEL=1;TGT_LABEL=1
θυρωρὸν	θυρωρὸν	POS=0;SRC_LABEL=1;TGT_LABEL=1
θυρωρὸν	θυρωρὸς	POS=0;SRC_LABEL=1;TGT_LABEL=2
θυρωρὸς	θυρωρὸν	POS=0;SRC_LABEL=2;TGT_LABEL=1
θυρωρὸς	θυρωρὸς	POS=0;SRC_LABEL=2;TGT_LABEL=2
ἔσωσα	ἔσωσα	POS=0;SRC_LABEL=0;TGT_LABEL=0
ἔσωσα	ἔσωσε	POS=0;SRC_LABEL=0;TGT_LABEL=12
ἔσωσε	ἔσωσα	POS=0;SRC_LABEL=12;TGT_LABEL=0
ἔσωσε	ἔσωσε	POS=0;SRC_LABEL=12;TGT_LABEL=12
παρώτρυναν	παρώτρυναν	POS=0;SRC_LABEL=5;TGT_LABEL=5
παρώτρυναν	παρώτρυνε	POS=0;SRC_LABEL=5;TGT_LABEL=12
παρώτρυνε	παρώτρυναν	POS=0;SRC_LABEL=12;TGT_LABEL=5
παρώτρυνε	παρώτρυνε	POS=0;SRC_LABEL=12;TGT_LABEL=12
ἐκόπηκαν	ἐκόπηκαν	POS=0;SRC_LABEL=5;TGT_LABEL=5
ἐκόπηκαν	ἐκόπηκες	POS=0;SRC_LABEL=5;TGT_LABEL=9
ἐκόπηκες	ἐκόπηκαν	POS=0;SRC_LABEL=9;TGT_LABEL=5
ἐκόπηκες	ἐκόπηκες	POS=0;SRC_LABEL=9;TGT_LABEL=9
ἀγανάκτησα	ἀγανάκτησα	POS=0;SRC_LABEL=0;TGT_LABEL=0
ἀγανάκτησα	ἀγανάκτησαν	POS=0;SRC_LABEL=0;TGT_LABEL=5
ἀγανάκτησα	ἀγανάκτησε	POS=0;SRC_LABEL=0;TGT_LABEL=12
ἀγανάκτησαν	ἀγανάκτησα	POS=0;SRC_LABEL=5;TGT_LABEL=0
ἀγανάκτησαν	ἀγανάκτησαν	POS=0;SRC_LABEL=5;TGT_LABEL=5
ἀγανάκτησαν	ἀγανάκτησε	POS=0;SRC_LABEL=5;TGT_LABEL=12
ἀγανάκτησε	ἀγανάκτησα	POS=0;SRC_LABEL=12;TGT_LABEL=0
ἀγανάκτησε	ἀγανάκτησαν	POS=0;SRC_LABEL=12;TGT_LABEL=5
ἀγανάκτησε	ἀγανάκτησε	POS=0;SRC_LABEL=12;TGT_LABEL=12
γενναιοδωρίαν	γενναιοδωρίαν	POS=0;SRC_LABEL=1;TGT_LABEL=1
γενναιοδωρίαν	γενναιοδωρίας	POS=0;SRC_LABEL=1;TGT_LABEL=2
γενναιοδωρίας	γενναιοδωρίαν	POS=0;SRC_LABEL=2;TGT_LABEL=1
γενναιοδωρίας	γενναιοδωρίας	POS=0;SRC_LABEL=2;TGT_LABEL=2
πρόβατά	πρόβατά	POS=0;SRC_LABEL=3;TGT_LABEL=3
πρόβατά	πρόβατα	POS=0;SRC_LABEL=3;TGT_LABEL=0
πρόβατά	πρόβατον	POS=0;SRC_LABEL=3;TGT_LABEL=1
πρόβατα	πρόβατά	POS=0;SRC_LABEL=0;TGT_LABEL=3
πρόβατα	πρόβατα	POS=0;SRC_LABEL=0;TGT_LABEL=0
πρόβατα	πρόβατον	POS=0;SRC_LABEL=0;TGT_LABEL=1
πρόβατον	πρόβατά	POS=0;SRC_LABEL=1;TGT_LABEL=3
πρόβατον	πρόβατα	POS=0;SRC_LABEL=1;TGT_LABEL=0
πρόβατον	πρόβατον	POS=0;SRC_LABEL=1;TGT_LABEL=1
ἔσπρωξαν	ἔσπρωξαν	POS=0;SRC_LABEL=5;TGT_LABEL=5
ἔσπρωξαν	ἔσπρωξε	POS=0;SRC_LABEL=5;TGT_LABEL=12
ἔσπρωξε	ἔσπρωξαν	POS=0;SRC_LABEL=12;TGT_LABEL=5
ἔσπρωξε	ἔσπρωξε	POS=0;SRC_LABEL=12;TGT_LABEL=12
εὐσέβεια	εὐσέβεια	POS=0;SRC_LABEL=0;TGT_LABEL=0
εὐσέβεια	εὐσέβειαν	POS=0;SRC_LABEL=0;TGT_LABEL=5
εὐσέβειαν	εὐσέβεια	POS=0;SRC_LABEL=5;TGT_LABEL=0
εὐσέβειαν	εὐσέβειαν	POS=0;SRC_LABEL=5;TGT_LABEL=5
ἐδοκίμασα	ἐδοκίμασα	POS=0;SRC_LABEL=0;TGT_LABEL=0
ἐδοκίμασα	ἐδοκίμασαν	POS=0;SRC_LABEL=0;TGT_LABEL=5
ἐδοκίμασα	ἐδοκίμασες	POS=0;SRC_LABEL=0;TGT_LABEL=9
ἐδοκίμασαν	ἐδοκίμασα	POS=0;SRC_LABEL=5;TGT_LABEL=0
ἐδοκίμασαν	ἐδοκίμασαν	POS=0;SRC_LABEL=5;TGT_LABEL=5
ἐδοκίμασαν	ἐδοκίμασες	POS=0;SRC_LABEL=5;TGT_LABEL=9
ἐδοκίμασες	ἐδοκίμασα	POS=0;SRC_LABEL=9;TGT_LABEL=0
ἐδοκίμασες	ἐδοκίμασαν	POS=0;SRC_LABEL=9;TGT_LABEL=5
ἐδοκίμασες	ἐδοκίμασες	POS=0;SRC_LABEL=9;TGT_LABEL=9
λευῒ	λευῒ	POS=0;SRC_LABEL=0;TGT_LABEL=0
λευῒ	λευῒς	POS=0;SRC_LABEL=0;TGT_LABEL=2
λευῒς	λευῒ	POS=0;SRC_LABEL=2;TGT_LABEL=0
λευῒς	λευῒς	POS=0;SRC_LABEL=2;TGT_LABEL=2
σχέδιά	σχέδιά	POS=0;SRC_LABEL=3;TGT_LABEL=3
σχέδιά	σχέδια	POS=0;SRC_LABEL=3;TGT_LABEL=0
σχέδιά	σχέδιον	POS=0;SRC_LABEL=3;TGT_LABEL=1
σχέδια	σχέδιά	POS=0;SRC_LABEL=0;TGT_LABEL=3
σχέδια	σχέδια	POS=0;SRC_LABEL=0;TGT_LABEL=0
σχέδια	σχέδιον	POS=0;SRC_LABEL=0;TGT_LABEL=1
σχέδιον	σχέδιά	POS=0;SRC_LABEL=1;TGT_LABEL=3
σχέδιον	σχέδια	POS=0;SRC_LABEL=1;TGT_LABEL=0
σχέδιον	σχέδιον	POS=0;SRC_LABEL=1;TGT_LABEL=1
ἐφάνηκα	ἐφάνηκα	POS=0;SRC_LABEL=0;TGT_LABEL=0
ἐφάνηκα	ἐφάνηκε	POS=0;SRC_LABEL=0;TGT_LABEL=12
ἐφάνηκα	ἐφάνηκες	POS=0;SRC_LABEL=0;TGT_LABEL=9
ἐφάνηκε	ἐφάνηκα	POS=0;SRC_LABEL=12;TGT_LABEL=0
ἐφάνηκε	ἐφάνηκε	POS=0;SRC_LABEL=12;TGT_LABEL=12
ἐφάνηκε	ἐφάνηκες	POS=0;SRC_LABEL=12;TGT_LABEL=9
ἐφάνηκες	ἐφάνηκα	POS=0;SRC_LABEL=9;TGT_LABEL=0
ἐφάνηκες	ἐφάνηκε	POS=0;SRC_LABEL=9;TGT_LABEL=12
ἐφάνηκες	ἐφάνηκες	POS=0;SRC_LABEL=9;TGT_LABEL=9
χωράφι	χωράφι	POS=0;SRC_LABEL=0;TGT_LABEL=0
χωράφι	χωράφια	POS=0;SRC_LABEL=0;TGT_LABEL=0
χωράφια	χωράφι	POS=0;SRC_LABEL=0;TGT_LABEL=0
χωράφια	χωράφια	POS=0;SRC_LABEL=0;TGT_LABEL=0
ἐξήγησε	ἐξήγησε	POS=0;SRC_LABEL=12;TGT_LABEL=12
ἐξήγησε	ἐξήγησαν	POS=0;SRC_LABEL=12;TGT_LABEL=5
ἐξήγησαν	ἐξήγησε	POS=0;SRC_LABEL=5;TGT_LABEL=12
ἐξήγησαν	ἐξήγησαν	POS=0;SRC_LABEL=5;TGT_LABEL=5
δίκαια	δίκαια	POS=0;SRC_LABEL=0;TGT_LABEL=0
δίκαια	δίκαιον	POS=0;SRC_LABEL=0;TGT_LABEL=1
δίκαια	δίκαιος	POS=0;SRC_LABEL=0;TGT_LABEL=2
δίκαια	δίκαιοι	POS=0;SRC_LABEL=0;TGT_LABEL=13
δίκαια	δίκαιε	POS=0;SRC_LABEL=0;TGT_LABEL=12
δίκαιον	δίκαια	POS=0;SRC_LABEL=1;TGT_LABEL=0
δίκαιον	δίκαιον	POS=0;SRC_LABEL=1;TGT_LABEL=1
δίκαιον	δίκαιος	POS=0;SRC_LABEL=1;TGT_LABEL=2
δίκαιον	δίκαιοι	POS=0;SRC_LABEL=1;TGT_LABEL=13
δίκαιον	δίκαιε	POS=0;SRC_LABEL=1;TGT_LABEL=12
δίκαιος	δίκαια	POS=0;SRC_LABEL=2;TGT_LABEL=0
δίκαιος	δίκαιον	POS=0;SRC_LABEL=2;TGT_LABEL=1
δίκαιος	δίκαιος	POS=0;SRC_LABEL=2;TGT_LABEL=2
δίκαιος	δίκαιοι	POS=0;SRC_LABEL=2;TGT_LABEL=13
δίκαιος	δίκαιε	POS=0;SRC_LABEL=2;TGT_LABEL=12
δίκαιοι	δίκαια	POS=0;SRC_LABEL=13;TGT_LABEL=0
δίκαιοι	δίκαιον	POS=0;SRC_LABEL=13;TGT_LABEL=1
δίκαιοι	δίκαιος	POS=0;SRC_LABEL=13;TGT_LABEL=2
δίκαιοι	δίκαιοι	POS=0;SRC_LABEL=13;TGT_LABEL=13
δίκαιοι	δίκαιε	POS=0;SRC_LABEL=13;TGT_LABEL=12
δίκαιε	δίκαια	POS=0;SRC_LABEL=12;TGT_LABEL=0
δίκαιε	δίκαιον	POS=0;SRC_LABEL=12;TGT_LABEL=1
δίκαιε	δίκαιος	POS=0;SRC_LABEL=12;TGT_LABEL=2
δίκαιε	δίκαιοι	POS=0;SRC_LABEL=12;TGT_LABEL=13
δίκαιε	δίκαιε	POS=0;SRC_LABEL=12;TGT_LABEL=12
ἐλεύθερα	ἐλεύθερα	POS=0;SRC_LABEL=0;TGT_LABEL=0
ἐλεύθερα	ἐλεύθερον	POS=0;SRC_LABEL=0;TGT_LABEL=1
ἐλεύθερα	ἐλεύθερος	POS=0;SRC_LABEL=0;TGT_LABEL=2
ἐλεύθερα	ἐλεύθεροι	POS=0;SRC_LABEL=0;TGT_LABEL=13
ἐλεύθερα	ἐλεύθερη	POS=0;SRC_LABEL=0;TGT_LABEL=14
ἐλεύθερον	ἐλεύθερα	POS=0;SRC_LABEL=1;TGT_LABEL=0
ἐλεύθερον	ἐλεύθερον	POS=0;SRC_LABEL=1;TGT_LABEL=1
ἐλεύθερον	ἐλεύθερος	POS=0;SRC_LABEL=1;TGT_LABEL=2
ἐλεύθερον	ἐλεύθεροι	POS=0;SRC_LABEL=1;TGT_LABEL=13
ἐλεύθερον	ἐλεύθερη	POS=0;SRC_LABEL=1;TGT_LABEL=14
ἐλεύθερος	ἐλεύθερα	POS=0;SRC_LABEL=2;TGT_LABEL=0
ἐλεύθερος	ἐλεύθερον	POS=0;SRC_LABEL=2;TGT_LABEL=1
ἐλεύθερος	ἐλεύθερος	POS=0;SRC_LABEL=2;TGT_LABEL=2
ἐλεύθερος	ἐλεύθεροι	POS=0;SRC_LABEL=2;TGT_LABEL=13
ἐλεύθερος	ἐλεύθερη	POS=0;SRC_LABEL=2;TGT_LABEL=14
ἐλεύθεροι	ἐλεύθερα	POS=0;SRC_LABEL=13;TGT_LABEL=0
ἐλεύθεροι	ἐλεύθερον	POS=0;SRC_LABEL=13;TGT_LABEL=1
ἐλεύθεροι	ἐλεύθερος	POS=0;SRC_LABEL=13;TGT_LABEL=2
ἐλεύθεροι	ἐλεύθεροι	POS=0;SRC_LABEL=13;TGT_LABEL=13
ἐλεύθεροι	ἐλεύθερη	POS=0;SRC_LABEL=13;TGT_LABEL=14
ἐλεύθερη	ἐλεύθερα	POS=0;SRC_LABEL=14;TGT_LABEL=0
ἐλεύθερη	ἐλεύθερον	POS=0;SRC_LABEL=14;TGT_LABEL=1
ἐλεύθερη	ἐλεύθερος	POS=0;SRC_LABEL=14;TGT_LABEL=2
ἐλεύθερη	ἐλεύθεροι	POS=0;SRC_LABEL=14;TGT_LABEL=13
ἐλεύθερη	ἐλεύθερη	POS=0;SRC_LABEL=14;TGT_LABEL=14
χιλίαρχον	χιλίαρχον	POS=0;SRC_LABEL=1;TGT_LABEL=1
χιλίαρχον	χιλίαρχος	POS=0;SRC_LABEL=1;TGT_LABEL=2
χιλίαρχος	χιλίαρχον	POS=0;SRC_LABEL=2;TGT_LABEL=1
χιλίαρχος	χιλίαρχος	POS=0;SRC_LABEL=2;TGT_LABEL=2
στύλοι	στύλοι	POS=0;SRC_LABEL=6;TGT_LABEL=6
στύλοι	στύλος	POS=0;SRC_LABEL=6;TGT_LABEL=2
στύλος	στύλοι	POS=0;SRC_LABEL=2;TGT_LABEL=6
στύλος	στύλος	POS=0;SRC_LABEL=2;TGT_LABEL=2
καινούργια	καινούργια	POS=0;SRC_LABEL=0;TGT_LABEL=0
καινούργια	καινούργιες	POS=0;SRC_LABEL=0;TGT_LABEL=9
καινούργια	καινούργιαν	POS=0;SRC_LABEL=0;TGT_LABEL=5
καινούργια	καινούργιο	POS=0;SRC_LABEL=0;TGT_LABEL=10
καινούργια	καινούργιον	POS=0;SRC_LABEL=0;TGT_LABEL=1
καινούργιες	καινούργια	POS=0;SRC_LABEL=9;TGT_LABEL=0
καινούργιες	καινούργιες	POS=0;SRC_LABEL=9;TGT_LABEL=9
καινούργιες	καινούργιαν	POS=0;SRC_LABEL=9;TGT_LABEL=5
καινούργιες	καινούργιο	POS=0;SRC_LABEL=9;TGT_LABEL=10
καινούργιες	καινούργιον	POS=0;SRC_LABEL=9;TGT_LABEL=1
καινούργιαν	καινούργια	POS=0;SRC_LABEL=5;TGT_LABEL=0
καινούργιαν	καινούργιες	POS=0;SRC_LABEL=5;TGT_LABEL=9
καινούργιαν	καινούργιαν	POS=0;SRC_LABEL=5;TGT_LABEL=5
καινούργιαν	καινούργιο	POS=0;SRC_LABEL=5;TGT_LABEL=10
καινούργιαν	καινούργιον	POS=0;SRC_LABEL=5;TGT_LABEL=1
καινούργιο	καινούργια	POS=0;SRC_LABEL=10;TGT_LABEL=0
καινούργιο	καινούργιες	POS=0;SRC_LABEL=10;TGT_LABEL=9
καινούργιο	καινούργιαν	POS=0;SRC_LABEL=10;TGT_LABEL=5
καινούργιο	καινούργιο	POS=0;SRC_LABEL=10;TGT_LABEL=10
καινούργιο	καινούργιον	POS=0;SRC_LABEL=10;TGT_LABEL=1
καινούργιον	καινούργια	POS=0;SRC_LABEL=1;TGT_LABEL=0
καινούργιον	καινούργιες	POS=0;SRC_LABEL=1;TGT_LABEL=9
καινούργιον	καινούργιαν	POS=0;SRC_LABEL=1;TGT_LABEL=5
καινούργιον	καινούργιο	POS=0;SRC_LABEL=1;TGT_LABEL=10
καινούργιον	καινούργιον	POS=0;SRC_LABEL=1;TGT_LABEL=1
ὑποτασσόμενοι	ὑποτασσόμενοι	POS=0;SRC_LABEL=6;TGT_LABEL=6
ὑποτασσόμενοι	ὑποτασσόμενος	POS=0;SRC_LABEL=6;TGT_LABEL=2
ὑποτασσόμενος	ὑποτασσόμενοι	POS=0;SRC_LABEL=2;TGT_LABEL=6
ὑποτασσόμενος	ὑποτασσόμενος	POS=0;SRC_LABEL=2;TGT_LABEL=2
ἀνήλικοι	ἀνήλικοι	POS=0;SRC_LABEL=6;TGT_LABEL=6
