собирала	собирали	ADJ;FEM;SG;LGSPEC1	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
пил	пить	ADJ;MASC;SG;LGSPEC1	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
сему	сем	V;PRS;1;SG	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
которым	которою	ADJ;INS;MASC;SG	ADJ;INS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
подняты	поднятых	N;NOM;PL	N;GEN;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
жертве	жертвою	N;ESS;SG	ADJ;INS;FEM;SG	TGT_SLOT_ERROR
поднимали	подними	V;PST;PL	V;IMP;2;SG	PARADIGM_ERROR
принятые	принято	ADJ;ACC;PL	N;ESS;SG	TGT_SLOT_ERROR
зле	злою	N;ESS;SG	ADJ;INS;FEM;SG	POS_PAIR_ERROR
какое	каком	ADJ;NOM;NEUT;SG	N;INS;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
принимай	принимали	N;ACC;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
наступите	наступив	V;FUT;2;PL	V.CVB;PST	POS_PAIR_ERROR
желай	желать	N;ACC;SG	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
оных	она	N;GEN;PL	N;GEN;SG	POS_PAIR_ERROR;TGT_SLOT_ERROR
познайте	познать	V;IMP;2;PL	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
четвертую	четвертою	ADJ;ACC;FEM;SG	ADJ;INS;FEM;SG	TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
моя	моли	V.CVB;PRS	V.CVB	PARADIGM_ERROR;TGT_SLOT_ERROR
ищем	ищи	V;PRS;1;PL	N;ACC;PL	TGT_SLOT_ERROR
половине	половина	N;ESS;SG	N;GEN;SG	TGT_SLOT_ERROR
даем	дать	V;PRS;1;PL	ADJ;GEN;FEM;SG	PARADIGM_ERROR;TGT_SLOT_ERROR
малых	мало	N;GEN;PL	N;ESS;SG	TGT_SLOT_ERROR
дайте	дали	V;IMP;2;PL	V.CVB	TGT_SLOT_ERROR
корму	кормила	V;FUT;1;SG	V;PST;SG;FEM	PARADIGM_ERROR;SRC_SLOT_ERROR
мою	моли	V;PRS;1;SG	V.CVB	PARADIGM_ERROR;TGT_SLOT_ERROR
родили	родным	V;PST;PL	ADJ;INS;NEUT;SG	POS_PAIR_ERROR
поступали	поступить	V;PST;PL	V;NFIN	PARADIGM_ERROR
совершали	совершила	V;PST;PL	V;PST;SG;FEM	PARADIGM_ERROR
открывать	открывай	ADJ;GEN;FEM;SG	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
возвратили	возвратился	V;PST;PL	V;PST;SG;MASC	PARADIGM_ERROR
первою	первые	ADJ;INS;FEM;SG	ADJ;ACC;PL	SRC_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
выбежали	выбежал	N;ACC;PL	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
пленили	пленные	V;PST;PL	ADJ;NOM;PL	POS_PAIR_ERROR
она	оном	N;GEN;SG	N;INS;SG	POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
нечистой	нечист	ADJ;ESS;FEM;SG	N;NOM;SG	TGT_SLOT_ERROR
надеть	надели	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
Котором	Которым	N;INS;SG	ADJ;INS;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
смешанные	смешанных	ADJ;ACC;PL	N;GEN;PL	TGT_SLOT_ERROR
бросила	бросился	V;PST;SG;FEM	V;PST;SG;MASC	PARADIGM_ERROR
отнятых	отнято	N;GEN;PL	N;ESS;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
выстроился	выстроить	V;PST;SG;MASC	V;NFIN	PARADIGM_ERROR
нарекли	нарекла	V.CVB	ADJ;FEM;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
каждый	каждую	ADJ;ACC;MASC;SG	ADJ;ACC;FEM;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
другой	другую	ADJ;ESS;FEM;SG	ADJ;ACC;FEM;SG	TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
семи	сему	N;ACC;PL	V;PRS;1;SG	POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
малом	мала	N;INS;SG	N;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
отрезали	отрезал	V.CVB	ADJ;MASC;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
познаете	познай	V;PRS;2;PL	N;ACC;SG	TGT_SLOT_ERROR
соделается	соделает	PRN;NOM;2;SG	V;PRS;3;SG	SRC_LEXICAL_ERROR
каждым	каждые	ADJ;INS;MASC;SG	ADJ;ACC;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
благую	благом	ADJ;ACC;FEM;SG	N;INS;SG	POS_PAIR_ERROR
почерпнула	почерпнули	N;GEN;SG	N;NOM;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
воду	води	V;FUT;1;SG	V;IMP;2;SG	POS_PAIR_ERROR;SRC_SLOT_ERROR
будет	буду	V;PRS;3;SG	V;PRS;1;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
возлюбленной	возлюбленном	ADJ;ESS;FEM;SG	N;INS;SG	TGT_SLOT_ERROR
другой	другие	ADJ;ESS;FEM;SG	V.PTCP;ACT;PST	SRC_SLOT_ERROR;TGT_SLOT_ERROR
упоены	упоена	N;NOM;PL	N;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
сами	само	N;NOM;PL	N;ESS;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
молодую	молодом	ADJ;ACC;FEM;SG	N;INS;SG	TGT_SLOT_ERROR
взглянуть	взглянули	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
отнимали	отнимите	V;PST;PL	V;FUT;2;PL	PARADIGM_ERROR;TGT_SLOT_ERROR
принять	приняли	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
испеки	испекли	N;ACC;PL	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
сими	сим	N;ACC;PL	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
целые	целом	ADJ;ACC;PL	N;INS;SG	TGT_SLOT_ERROR
плату	платите	V;FUT;1;SG	V;FUT;2;PL	POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
тысячах	тысячу	N;ESS;PL	N;DAT;SG	TGT_SLOT_ERROR
ради	рад	N;NOM;PL	N;NOM;SG	POS_PAIR_ERROR;SRC_POS_ERROR
простираешь	простирать	V;PRS;2;SG	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
которых	которою	N;GEN;PL	ADJ;INS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
перебить	перебили	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
растаяло	растаяли	N;ESS;SG	N;NOM;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
выстроили	выстроился	V;PST;PL	V;PST;SG;MASC	PARADIGM_ERROR
посылали	посылала	V.CVB	ADJ;FEM;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
Лазаря	Лазарь	V.CVB;PRS	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
соделается	соделал	PRN;NOM;2;SG	ADJ;MASC;SG;LGSPEC1	SRC_LEXICAL_ERROR
хотите	хотим	V;FUT;2;PL	V;IMP;1;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
просты	простился	V;IMP;2;SG	V;PST;SG;MASC	PARADIGM_ERROR;SRC_SLOT_ERROR
могут	могла	V;FUT;3;PL	ADJ;FEM;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
называли	называй	V.CVB	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
самою	само	ADJ;INS;FEM;SG	N;ESS;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
головами	головою	N;INS;PL	ADJ;INS;FEM;SG	TGT_SLOT_ERROR
несмысленные	несмысленный	ADJ;ACC;PL	ADJ;ACC;MASC;SG	SRC_LEXICAL_ERROR
которую	которая	ADJ;ACC;FEM;SG	ADJ;NOM;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
приняло	принять	V;PST;SG;NEUT	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
согрешите	согрешив	V;FUT;2;PL	V.CVB;PST	POS_PAIR_ERROR
восклицали	восклицать	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
варить	варите	V;NFIN	V;FUT;2;PL	TGT_SLOT_ERROR
добыч	добыча	N;NOM;SG	N;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
оказали	оказать	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
это	этого	N;ESS;SG	ADJ;GEN;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
бросали	бросить	V;PST;PL	V;NFIN	PARADIGM_ERROR
самые	самых	ADJ;ACC;PL	N;GEN;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
падите	падали	V;FUT;2;PL	V;PST;PL	PARADIGM_ERROR;SRC_SLOT_ERROR
удерживай	удерживали	N;ACC;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
сказало	сказать	V;PST;SG;NEUT	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
посвящать	посвящай	ADJ;GEN;FEM;SG	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
предавали	предавать	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
давиром	давир	N;INS;SG	N;NOM;SG	SRC_LEXICAL_ERROR
какою	какого	ADJ;INS;FEM;SG	ADJ;GEN;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
запрет	запри	V;PRS;3;SG	N;ACC;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
намерены	намерен	ADJ;PL;LGSPEC1	V.PTCP;PASS;PST	POS_PAIR_ERROR
даем	дал	V;PRS;1;PL	ADJ;MASC;SG;LGSPEC1	PARADIGM_ERROR
ворону	вороной	N;DAT;SG	ADJ;ESS;FEM;SG	POS_PAIR_ERROR
поешь	пол	V;PRS;2;SG	ADJ;MASC;SG;LGSPEC1	POS_PAIR_ERROR
отплыл	отплыли	N;ACC;SG	N;ACC;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
он	оно	N;NOM;SG	N;ESS;SG	PARADIGM_ERROR;TGT_SLOT_ERROR
приехал	приехали	N;ACC;SG	N;ACC;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
малое	малом	ADJ;NOM;NEUT;SG	N;INS;SG	TGT_SLOT_ERROR
отнято	отнятое	N;ESS;SG	ADJ;NOM;NEUT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
узнаете	узнай	V;PRS;2;PL	N;ACC;SG	TGT_SLOT_ERROR
сосчитайте	сосчитали	V;IMP;2;PL	V.CVB	TGT_SLOT_ERROR
главу	главным	V;FUT;1;SG	ADJ;INS;NEUT;SG	PARADIGM_ERROR;SRC_SLOT_ERROR
обвязывай	обвязывать	N;ACC;SG	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
еси	есть	N;ACC;PL	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
располагает	располагал	V;PRS;3;SG	ADJ;MASC;SG;LGSPEC1	TGT_SLOT_ERROR
иных	ином	N;GEN;PL	N;INS;SG	TGT_SLOT_ERROR
Сию	Сия	V;PRS;1;SG	V.CVB;PRS	SRC_SLOT_ERROR;TGT_SLOT_ERROR
открытую	открыт	ADJ;ACC;FEM;SG	N;NOM;SG	TGT_SLOT_ERROR
пропало	пропали	N;ESS;SG	N;NOM;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
втором	второе	N;INS;SG	ADJ;NOM;NEUT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
продали	продай	V.CVB	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
считаешь	считай	V;PRS;2;SG	N;ACC;SG	TGT_SLOT_ERROR
сбить	сбили	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
красного	красив	ADJ;GEN;NEUT;SG	V.CVB;PST	PARADIGM_ERROR
пола	по	ADJ;FEM;SG;LGSPEC1	N;ACC;SG	POS_PAIR_ERROR;TGT_POS_ERROR
удалился	удалили	V;PST;SG;MASC	V;PST;PL	PARADIGM_ERROR
сохранить	сохранился	V;NFIN	V;PST;SG;MASC	PARADIGM_ERROR
пусти	пустую	N;NOM;PL	ADJ;ACC;FEM;SG	PARADIGM_ERROR;SRC_SLOT_ERROR
заколали	заколения	V;PST;PL	DET;ACC;PL	SRC_LEXICAL_ERROR;TGT_LEXICAL_ERROR
возьмет	возьму	V;PRS;3;SG	V;PRS;1;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
дщерь	дщери	N;ACC;SG	N;ACC;PL	TGT_SLOT_ERROR
кидары	кидар	N;NOM;PL	N;NOM;SG	SRC_LEXICAL_ERROR
вступить	вступился	V;NFIN	V;PST;SG;MASC	PARADIGM_ERROR
вторым	второю	ADJ;INS;MASC;SG	ADJ;INS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
всяком	всякою	N;INS;SG	ADJ;INS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
отнятое	отняты	ADJ;NOM;NEUT;SG	N;NOM;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
нему	немым	N;DAT;SG	ADJ;INS;MASC;SG	POS_PAIR_ERROR;SRC_SLOT_ERROR
бросали	бросила	V;PST;PL	V;PST;SG;FEM	PARADIGM_ERROR
которая	которого	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
самого	сама	ADJ;GEN;MASC;SG	N;GEN;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
пристали	пристал	N;NOM;PL	N;NOM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
отягощали	отягощай	V.CVB	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
каждого	каждую	ADJ;GEN;MASC;SG	ADJ;ACC;FEM;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
ночевать	ночевали	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
возвестится	возвестили	PRN;DAT;3;SG	V;PST;PL	SRC_LEXICAL_ERROR
слушало	слушающий	V;PST;SG;NEUT	V.PTCP;ACT;PRS	POS_PAIR_ERROR
одетого	одет	ADJ;GEN;MASC;SG	N;NOM;SG	TGT_SLOT_ERROR
соделала	соделается	ADJ;FEM;SG;LGSPEC1	PRN;NOM;2;SG	SRC_LEXICAL_ERROR;TGT_LEXICAL_ERROR
овладейте	овладел	V;IMP;2;PL	ADJ;MASC;SG;LGSPEC1	TGT_SLOT_ERROR
царя	царях	V.CVB;PRS	V;2;PL	TGT_SLOT_ERROR
неверным	неверен	ADJ;INS;NEUT;SG	V.PTCP;PASS;PST	TGT_SLOT_ERROR
читали	читай	V.CVB	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
отрезать	отрезал	ADJ;GEN;FEM;SG	ADJ;MASC;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
благословляйте	благословлять	V;IMP;2;PL	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
проклинать	проклинали	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
будут	будем	V;FUT;3;PL	V;PRS;1;PL	TGT_SLOT_ERROR
вступился	вступить	V;PST;SG;MASC	V;NFIN	PARADIGM_ERROR
нему	немые	N;DAT;SG	ADJ;ACC;PL	POS_PAIR_ERROR;SRC_SLOT_ERROR
разбили	разбит	V;PST;PL	V;FUT;3;SG	TGT_SLOT_ERROR
открытым	открыт	ADJ;INS;MASC;SG	N;NOM;SG	TGT_SLOT_ERROR
страдающий	страдали	V.PTCP;ACT;PRS	V.CVB	TGT_SLOT_ERROR
сирот	сирота	N;NOM;SG	N;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
превозмогло	превозмогла	V;PST;SG;NEUT	ADJ;FEM;SG;LGSPEC1	TGT_SLOT_ERROR
спрятать	спрятала	ADJ;GEN;FEM;SG	ADJ;FEM;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
ввели	ввела	N;NOM;PL	N;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
вооружился	вооружите	V;PST;SG;MASC	V;FUT;2;PL	PARADIGM_ERROR
воспитывайте	воспитывали	V;IMP;2;PL	V.CVB	TGT_SLOT_ERROR
корму	кормили	V;FUT;1;SG	V;PST;PL	POS_PAIR_ERROR;SRC_SLOT_ERROR
жертва	жертв	N;GEN;SG	N;NOM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
самой	самые	ADJ;ESS;FEM;SG	ADJ;ACC;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
сказывайте	сказывать	V;IMP;2;PL	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
другая	другие	ADJ;NOM;FEM;SG	V.PTCP;ACT;PST	SRC_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
подчинен	подчинился	V.PTCP;PASS;PST	V;PST;SG;MASC	PARADIGM_ERROR
надели	надел	V.CVB	ADJ;MASC;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
отними	отнимите	V;IMP;2;SG	V;FUT;2;PL	TGT_SLOT_ERROR
областеначальником	областеначальника	N;INS;SG	N;GEN;SG	SRC_LEXICAL_ERROR
прозрел	прозрели	N;ACC;SG	N;ACC;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
твоя	твоем	V.CVB;PRS	V;PRS;1;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
будут	буду	V;FUT;3;PL	V;PRS;1;SG	TGT_SLOT_ERROR
требовать	требовали	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
заграждай	заграждать	N;ACC;SG	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
имело	имели	V;PST;SG;NEUT	V.CVB	TGT_SLOT_ERROR
будем	будете	V;PRS;1;PL	V;PRS;2;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
гуслиста	гуслистов	N;GEN;SG	N;GEN;PL	SRC_LEXICAL_ERROR
рабе	рабою	N;ESS;SG	ADJ;INS;FEM;SG	TGT_SLOT_ERROR
умерщвляйте	умерщвляй	V;IMP;2;PL	N;ACC;SG	TGT_SLOT_ERROR
блудодействуя	блудодействуешь	V.CVB;PRS	V;PRS;2;SG	SRC_LEXICAL_ERROR;TGT_LEXICAL_ERROR
возлег	возлегли	N;ACC;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
сама	самого	N;GEN;SG	ADJ;GEN;MASC;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
оказывать	оказывали	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
отнята	отнятое	N;GEN;SG	ADJ;NOM;NEUT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
начерпали	начерпала	N;NOM;PL	N;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
свету	светили	V;FUT;1;SG	V;PST;PL	POS_PAIR_ERROR;SRC_SLOT_ERROR
терпи	терпите	V;IMP;2;SG	V;FUT;2;PL	TGT_SLOT_ERROR
поднята	поднятою	N;GEN;SG	ADJ;INS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
перебило	перебить	V;PST;SG;NEUT	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
это	эта	N;ESS;SG	N;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
твердою	твердо	ADJ;INS;FEM;SG	N;ESS;SG	POS_PAIR_ERROR
Оно	Она	N;ESS;SG	N;GEN;SG	PARADIGM_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
воспели	воспела	N;NOM;PL	N;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
иные	иным	ADJ;ACC;PL	ADJ;INS;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
целые	цели	ADJ;ACC;PL	N;NOM;PL	PARADIGM_ERROR
ином	иное	N;INS;SG	ADJ;NOM;NEUT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
какая	каков	ADJ;NOM;FEM;SG	N;GEN;PL	PARADIGM_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
страдать	страдали	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
сирот	сироту	N;NOM;SG	N;DAT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
возьми	возьмешь	N;ACC;PL	V;PRS;2;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
платили	платите	V;PST;PL	V;FUT;2;PL	TGT_SLOT_ERROR
прославляй	прославляли	N;ACC;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
кормите	корму	V;FUT;2;PL	V;FUT;1;SG	POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
простираете	простирай	V;PRS;2;PL	N;ACC;SG	TGT_SLOT_ERROR
золотою	золото	ADJ;INS;FEM;SG	N;ESS;SG	TGT_SLOT_ERROR
считаешь	считать	V;PRS;2;SG	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
возопили	возопил	V.CVB	ADJ;MASC;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
