src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,annotation
ἔρημα,ἔρημους,0_0,N;ACC;SG,0_7,ADJ;ACC;PL;MASC
τρέφουν,τρέφεται,1_5,?,1_1,ADJ;VOC;PL;FEM;SPRL;AB
ἐλευθέρων,ἐλευθέρα,0_8,N;GEN;PL,0_0,N;ACC;SG
τηρῇ,τηρεῖ,2_2,?,2_8,?
πόσος,πόσην,0_2,N;NOM;SG,0_4,?
χαίρω,χαίρουν,1_8,V;1;SG;IPFV;PRS,1_5,?
ὁλόγυρα,ὁλόγυρά,0_0,N;ACC;SG,0_3,?
γεμᾶτο,γεμᾶτοι,0_10,ADJ;VOC;SG;NEUT,0_13,ADJ;NOM;PL;MASC
γίνει,γίνῃ,1_10,V;3;SG;IPFV;PRS,1_4,?
κοινοῦ,κοινοὶ,2_17,?,2_19,?
κρίνετε,κρίνεις,1_3,V;2;PL;IMP,1_6,V;2;SG;IPFV;PRS
ἀνθρώπινον,ἀνθρώπινην,0_1,?,0_4,?
ἄψογα,ἄψογη,0_0,N;ACC;SG,0_14,ADJ;NOM;SG;FEM
πύρινες,πύρινη,0_9,N;NOM;PL,0_14,ADJ;NOM;SG;FEM
αὐτοί,αὐτά,2_6,ADJ;VOC;PL;MASC,2_14,N;ACC;PL
λουτροῦ,λουτρὸν,2_17,?,2_4,?
σταυροῦ,σταυρόν,2_17,?,2_13,ADJ;NOM;SG;NEUT
πιστεύωμεν,πιστεύετε,1_7,?,1_3,V;2;PL;IMP
καλεῖ,καλὸν,2_8,?,2_4,?
περιφρονῇ,περιφρονήσῃ,2_2,?,2_18,?
σκηνῆς,σκηνὴν,2_5,?,2_12,?
καταστρέφῃ,καταστρέφει,1_4,?,1_10,V;3;SG;IPFV;PRS
δεξαμενή,δεξαμενήν,2_0,N;VOC;SG,2_10,?
τελευταῖον,τελευταῖος,0_1,?,0_2,N;NOM;SG
ἐχθρὸν,ἐχθροῦ,2_4,?,2_17,?
πιστέψῃ,πιστέψει,1_4,?,1_10,V;3;SG;IPFV;PRS
κακή,κακὰ,2_0,N;VOC;SG,2_1,?
μισθωτοὺς,μισθωτός,2_15,?,2_22,ADJ;NOM;SG;MASC
πείσωμεν,πείσῃς,1_7,?,1_2,?
φάγω,φάγετε,1_8,V;1;SG;IPFV;PRS,1_3,V;2;PL;IMP
ἐξετάζετε,ἐξετάζεται,1_3,V;2;PL;IMP,1_1,ADJ;VOC;PL;FEM;SPRL;AB
ἑτοίμασες,ἑτοίμασα,0_9,N;NOM;PL,0_0,N;ACC;SG
ἐμοί,ἐμοῦ,2_6,ADJ;VOC;PL;MASC,2_17,?
εἶδος,εἶδε,0_2,N;NOM;SG,0_12,V;3;SG;PFV;PST
σεβασμὸν,σεβασμόν,2_4,?,2_13,ADJ;NOM;SG;NEUT
θυμὸν,θυμόν,2_4,?,2_13,ADJ;NOM;SG;NEUT
καθαροὶ,καθαρὰ,2_19,?,2_1,?
νηστεύουν,νηστεύομεν,1_5,?,1_0,?
ἐξορκίζομεν,ἐξορκίζω,1_0,?,1_8,V;1;SG;IPFV;PRS
ἁμαρτωλὸς,ἁμαρτωλὴ,2_21,?,2_20,?
ἐλεύθερα,ἐλεύθερος,0_0,N;ACC;SG,0_2,N;NOM;SG
συνετός,συνετά,2_22,ADJ;NOM;SG;MASC,2_14,N;ACC;PL
φθαρτόν,φθαρτοῦ,2_13,ADJ;NOM;SG;NEUT,2_17,?
ἐκλεκτὸν,ἐκλεκτοί,2_4,?,2_6,ADJ;VOC;PL;MASC
κάνῃς,κάνῃ,1_2,?,1_4,?
δημιουργεῖ,δημιουργίας,2_8,?,2_11,V;2;PL;IPFV;PST
οὐρανὸν,οὐρανοὺς,2_4,?,2_15,?
ἔζησα,ἔζησαν,0_0,N;ACC;SG,0_5,?
πρώτας,πρώτα,0_11,N;GEN;SG,0_0,N;ACC;SG
κρίνεται,κρίνεις,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_6,V;2;SG;IPFV;PRS
κρίνῃς,κρίνωμεν,1_2,?,1_7,?
νεκρὰ,νεκρός,2_1,?,2_22,ADJ;NOM;SG;MASC
ἰουδαϊκῶν,ἰουδαϊκὸν,2_24,?,2_4,?
ὑπεροχὴν,ὑπεροχῆς,2_12,?,2_5,?
ἀντιλέγεις,ἀντιλέγουν,1_6,V;2;SG;IPFV;PRS,1_5,?
κατακρίνετε,κατακρίνῃ,1_3,V;2;PL;IMP,1_4,?
μυστικὸν,μυστικὴν,2_4,?,2_12,?
στερεὸν,στερεὰ,2_4,?,2_1,?
βέβαιος,βέβαιον,0_2,N;NOM;SG,0_1,?
ὠφέλιμον,ὠφέλιμη,0_1,?,0_14,ADJ;NOM;SG;FEM
κάμετε,κάμῃ,1_3,V;2;PL;IMP,1_4,?
κεφαλή,κεφαλήν,2_0,N;VOC;SG,2_10,?
διακόσιες,διακόσιους,0_9,N;NOM;PL,0_7,ADJ;ACC;PL;MASC
ἀδελφός,ἀδελφὴν,2_22,ADJ;NOM;SG;MASC,2_12,?
ἐλεύθερη,ἐλεύθερα,0_14,ADJ;NOM;SG;FEM,0_0,N;ACC;SG
φίλον,φίλοι,0_1,?,0_13,ADJ;NOM;PL;MASC
παληά,παληὰ,2_14,N;ACC;PL,2_1,?
σεμνή,σεμνὴν,2_0,N;VOC;SG,2_12,?
ἐκήρυττα,ἐκήρυτταν,0_0,N;ACC;SG,0_5,?
ἀρκετὰ,ἀρκετὴν,2_1,?,2_12,?
ἁμαρτωλὴ,ἁμαρτωλὸς,2_20,?,2_21,?
μόνην,μόνους,0_4,?,0_7,ADJ;ACC;PL;MASC
λαοί,λαοὶ,2_6,ADJ;VOC;PL;MASC,2_19,?
δυνατόν,δυνατοὶ,2_13,ADJ;NOM;SG;NEUT,2_19,?
πλουσίαν,πλουσίας,0_5,?,0_11,N;GEN;SG
μεγάλον,μεγάλων,0_1,?,0_8,N;GEN;PL
ζωντανὰ,ζωντανοῦ,2_1,?,2_17,?
αὐτοί,αὐτὴν,2_6,ADJ;VOC;PL;MASC,2_12,?
πτωχὴν,πτωχὸν,2_12,?,2_4,?
ἔχῃ,ἔχω,1_4,?,1_8,V;1;SG;IPFV;PRS
ἐνεργὸν,ἐνεργῆτε,2_4,?,2_9,?
του,τους,0_0,N;ACC;SG,0_2,N;NOM;SG
μπόρεσες,μπόρεσε,0_9,N;NOM;PL,0_12,V;3;SG;PFV;PST
πτωχὸν,πτωχοὶ,2_4,?,2_19,?
ὑπερηφάνειαν,ὑπερηφάνεια,0_5,?,0_0,N;ACC;SG
πλουσίαν,πλουσίου,0_5,?,0_15,ADJ;GEN;SG;NEUT
ἐπιδοκιμάζεται,ἐπιδοκιμάζει,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_10,V;3;SG;IPFV;PRS
θεοὺς,θεοὶ,2_15,?,2_19,?
ἔβλεπα,ἔβλεπε,0_0,N;ACC;SG,0_12,V;3;SG;PFV;PST
ἀγαθόν,ἀγαθὴ,2_13,ADJ;NOM;SG;NEUT,2_20,?
δυνατὸν,δυνατὴ,2_4,?,2_20,?
κιλικίαν,κιλικίας,0_1,?,0_2,N;NOM;SG
κληρονομίαν,κληρονομεῖ,2_23,?,2_8,?
μαρτυρίαν,μαρτυρήσῃ,2_23,?,2_18,?
γλῶσσά,γλῶσσαν,0_3,?,0_5,?
πραγματικὰ,πραγματικοὶ,2_1,?,2_19,?
σκοτώσετε,σκοτώσωμεν,1_3,V;2;PL;IMP,1_7,?
ἐμπιστευθῇ,ἐμπιστευθοῦν,2_2,?,2_3,?
βαστάζω,βαστάζετε,1_8,V;1;SG;IPFV;PRS,1_3,V;2;PL;IMP
ἀντιλέγουν,ἀντιλέγεις,1_5,?,1_6,V;2;SG;IPFV;PRS
ζήσῃ,ζήσῃς,1_4,?,1_2,?
νοῦς,νοῦν,0_2,N;NOM;SG,0_1,?
μερικὸν,μερικῶν,2_4,?,2_24,?
εὐλογίαν,εὐλογήσῃ,2_23,?,2_18,?
σκοτώσωμεν,σκοτώσῃ,1_7,?,1_4,?
αὐτοὶ,αὐτή,2_19,?,2_0,N;VOC;SG
σκεπάζῃ,σκεπάζουν,1_4,?,1_5,?
νηστεύῃς,νηστεύω,1_2,?,1_8,V;1;SG;IPFV;PRS
μπῆ,μπῆτε,2_16,?,2_9,?
ναοῦ,ναόν,2_17,?,2_13,ADJ;NOM;SG;NEUT
ἔλθῃ,ἔλθετε,1_4,?,1_3,V;2;PL;IMP
διαβάζεται,διαβάζει,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_10,V;3;SG;IPFV;PRS
ὁποῖον,ὁποῖοι,0_1,?,0_13,ADJ;NOM;PL;MASC
χαρῇ,χαρὰ,2_2,?,2_1,?
ἐκάρφωσαν,ἐκάρφωσε,0_5,?,0_12,V;3;SG;PFV;PST
ἐλπίζετε,ἐλπίζουν,1_3,V;2;PL;IMP,1_5,?
τελείαν,τελείους,0_5,?,0_7,ADJ;ACC;PL;MASC
ἐχθροί,ἐχθρὸν,2_6,ADJ;VOC;PL;MASC,2_4,?
πείσῃς,πείσουν,1_2,?,1_5,?
διδάσκετε,διδάσκῃς,1_3,V;2;PL;IMP,1_2,?
διακρίνῃς,διακρίνουν,1_2,?,1_5,?
ἰαννά,ἰαννῆς,2_14,N;ACC;PL,2_5,?
δικαίους,δικαία,0_7,ADJ;ACC;PL;MASC,0_0,N;ACC;SG
μέλλετε,μέλλει,1_3,V;2;PL;IMP,1_10,V;3;SG;IPFV;PRS
αὐτὴ,αὐτοί,2_20,?,2_6,ADJ;VOC;PL;MASC
πιστῶν,πιστόν,2_24,?,2_13,ADJ;NOM;SG;NEUT
διώχνω,διώχνῃ,1_8,V;1;SG;IPFV;PRS,1_4,?
βαστάζων,βαστάζω,1_9,?,1_8,V;1;SG;IPFV;PRS
νηστεύετε,νηστεύομεν,1_3,V;2;PL;IMP,1_0,?
δείχνει,δείχνῃ,1_10,V;3;SG;IPFV;PRS,1_4,?
ἀγαπητοῦ,ἀγαπητοὶ,2_17,?,2_19,?
μικρὴ,μικροὺς,2_20,?,2_15,?
πέρας,πέρα,0_11,N;GEN;SG,0_0,N;ACC;SG
ἐλάλησε,ἐλάλησαν,0_12,V;3;SG;PFV;PST,0_5,?
ζωντανοί,ζωντανόν,2_6,ADJ;VOC;PL;MASC,2_13,ADJ;NOM;SG;NEUT
γίνουν,γίνωμεν,1_5,?,1_7,?
λίθος,λίθον,0_2,N;NOM;SG,0_1,?
μεγάλην,μεγάλον,0_4,?,0_1,?
τέτοιον,τέτοιος,0_1,?,0_2,N;NOM;SG
ὁμοεθνῶν,ὁμοεθνῆ,2_24,?,2_16,?
θελήσετε,θελήσω,1_3,V;2;PL;IMP,1_8,V;1;SG;IPFV;PRS
τιμωρίαν,τιμωρίας,2_23,?,2_11,V;2;PL;IPFV;PST
ἔκρινε,ἔκριναν,0_12,V;3;SG;PFV;PST,0_5,?
δάσκαλό,δάσκαλός,0_0,N;ACC;SG,0_2,N;NOM;SG
καθαρὴν,καθαροὶ,2_12,?,2_19,?
λατρεύω,λατρεύωμεν,1_8,V;1;SG;IPFV;PRS,1_7,?
ἀλείψῃς,ἀλείψῃ,1_2,?,1_4,?
κλέψουν,κλέψῃς,1_5,?,1_2,?
ἐκήρυξα,ἐκήρυξε,0_0,N;ACC;SG,0_12,V;3;SG;PFV;PST
σημάδια,σημάδι,0_0,N;ACC;SG,0_0,N;ACC;SG
παραχειμάσουν,παραχειμάσει,1_5,?,1_10,V;3;SG;IPFV;PRS
σιωποῦν,σιωπήσῃ,2_3,?,2_18,?
πειράζετε,πειράζεται,1_3,V;2;PL;IMP,1_1,ADJ;VOC;PL;FEM;SPRL;AB
δίδουν,δίδω,1_5,?,1_8,V;1;SG;IPFV;PRS
κρατῶ,κρατοῦν,2_7,?,2_3,?
συμβαίνῃ,συμβαίνουν,1_4,?,1_5,?
ἀγαπητήν,ἀγαπητὸς,2_10,?,2_21,?
φάγῃς,φάγουν,1_2,?,1_5,?
ἰσραηλιτικὸν,ἰσραηλιτικὴν,2_4,?,2_12,?
παρηγορίαν,παρηγορήσῃ,2_23,?,2_18,?
ὅποιος,ὅποιαν,0_2,N;NOM;SG,0_5,?
ὁμιλῶ,ὁμιλίαν,2_7,?,2_23,?
συγκέντρωσαν,συγκέντρωσε,0_5,?,0_12,V;3;SG;PFV;PST
οὐσίαν,οὐσία,0_5,?,0_0,N;ACC;SG
ἐπιστολῶν,ἐπιστολήν,2_24,?,2_10,?
γεμᾶτος,γεμᾶτα,0_2,N;NOM;SG,0_0,N;ACC;SG
φάγε,φάγουν,1_11,V;2;SG;IMP,1_5,?
τίτον,τίτος,0_1,?,0_2,N;NOM;SG
ἐξεράθηκαν,ἐξεράθηκε,0_5,?,0_12,V;3;SG;PFV;PST
ἐχθροὶ,ἐχθροὺς,2_19,?,2_15,?
κωφὸν,κωφοὺς,2_4,?,2_15,?
δυνατὸς,δυνατά,2_21,?,2_14,N;ACC;PL
στολισμένο,στολισμένοι,0_10,ADJ;VOC;SG;NEUT,0_13,ADJ;NOM;PL;MASC
περιμένωμεν,περιμένουν,1_7,?,1_5,?
λάβουν,λάβετε,1_5,?,1_3,V;2;PL;IMP
στείλω,στείλωμεν,1_8,V;1;SG;IPFV;PRS,1_7,?
ἀγαπητὸς,ἀγαπητοῦ,2_21,?,2_17,?
γεωργός,γεωργοὺς,2_22,ADJ;NOM;SG;MASC,2_15,?
παίρνῃ,παίρνετε,1_4,?,1_3,V;2;PL;IMP
νύμφην,νύμφη,0_1,?,0_0,N;ACC;SG
ἐπικίνδυνοι,ἐπικίνδυνον,0_6,N;VOC;PL,0_1,?
θερισμὸς,θερισμός,2_21,?,2_22,ADJ;NOM;SG;MASC
εἰλικρινῆ,εἰλικρινὰ,2_16,?,2_1,?
ποιός,ποιὸν,2_22,ADJ;NOM;SG;MASC,2_4,?
σαῦλον,σαῦλος,0_1,?,0_2,N;NOM;SG
ἀληθινόν,ἀληθινά,2_13,ADJ;NOM;SG;NEUT,2_14,N;ACC;PL
ἁμαρτωλοῦ,ἁμαρτωλὴ,2_17,?,2_20,?
τέταρτον,τέταρτος,0_1,?,0_2,N;NOM;SG
ἀξίους,ἀξίαν,0_7,ADJ;ACC;PL;MASC,0_5,?
ἀγῶνας,ἀγῶνα,0_11,N;GEN;SG,0_0,N;ACC;SG
ἀδύνατους,ἀδύνατον,0_7,ADJ;ACC;PL;MASC,0_1,?
πρεσβύτεροι,πρεσβύτερος,0_6,N;VOC;PL,0_2,N;NOM;SG
ἠλία,ἠλί,0_0,N;ACC;SG,0_0,N;ACC;SG
ἐδίδαξε,ἐδίδαξα,0_12,V;3;SG;PFV;PST,0_0,N;ACC;SG
ἄχυρο,ἄχυρον,0_0,N;ACC;SG,0_1,?
ἔφαγαν,ἔφαγα,0_5,?,0_0,N;ACC;SG
εἶδα,εἶδες,0_0,N;ACC;SG,0_9,N;NOM;PL
ψάλλῃ,ψάλλουν,1_4,?,1_5,?
γνωρίζῃς,γνωρίζομεν,1_2,?,1_0,?
πνευματικὴν,πνευματικὸς,2_12,?,2_21,?
ἀγνοῇ,ἀγνοοῦν,2_2,?,2_3,?
διώχνουν,διώχνω,1_5,?,1_8,V;1;SG;IPFV;PRS
ἄγγελος,ἄγγελοι,0_2,N;NOM;SG,0_13,ADJ;NOM;PL;MASC
ἴδιαν,ἴδιες,0_5,?,0_9,N;NOM;PL
ἀγαπητὸς,ἀγαπητόν,2_21,?,2_13,ADJ;NOM;SG;NEUT
μικρὴ,μικρῶν,2_20,?,2_24,?
ὅσους,ὅσον,0_7,ADJ;ACC;PL;MASC,0_1,?
ἀντιλέγεις,ἀντιλέγει,1_6,V;2;SG;IPFV;PRS,1_10,V;3;SG;IPFV;PRS
δυνατοὺς,δυνατόν,2_15,?,2_13,ADJ;NOM;SG;NEUT
ὕμνον,ὕμνος,0_1,?,0_2,N;NOM;SG
περιφρονῆτε,περιφρονῇ,2_9,?,2_2,?
περιμένομεν,περιμένουν,1_0,?,1_5,?
παρήγγειλε,παρήγγειλαν,0_12,V;3;SG;PFV;PST,0_5,?
κάνεις,κάνετε,1_6,V;2;SG;IPFV;PRS,1_3,V;2;PL;IMP
φθόνον,φθόνος,0_1,?,0_2,N;NOM;SG
μῆνας,μῆνες,0_11,N;GEN;SG,0_9,N;NOM;PL
ἀδελφὴ,ἀδελφὸν,2_20,?,2_4,?
καταστρέφουν,καταστρέφῃς,1_5,?,1_2,?
μετανοῶ,μετανοήσῃ,2_7,?,2_18,?
δέσετε,δέσῃ,1_3,V;2;PL;IMP,1_4,?
ἀσθενῶ,ἀσθενῇ,2_7,?,2_2,?
καλόν,καλὴ,2_13,ADJ;NOM;SG;NEUT,2_20,?
νομίζει,νομίζῃ,1_10,V;3;SG;IPFV;PRS,1_4,?
λογαριάζω,λογαριάζεται,1_8,V;1;SG;IPFV;PRS,1_1,ADJ;VOC;PL;FEM;SPRL;AB
νουθετήσῃ,νουθετῶ,2_18,?,2_7,?
ἐλεῇ,ἐλεήσῃ,2_2,?,2_18,?
ὅλες,ὅλους,0_9,N;NOM;PL,0_7,ADJ;ACC;PL;MASC
διωγμῶν,διωγμοὺς,2_24,?,2_15,?
γυμνὸν,γυμνοί,2_4,?,2_6,ADJ;VOC;PL;MASC
ὁποίου,ὁποίαν,0_15,ADJ;GEN;SG;NEUT,0_5,?
πραγματικὸν,πραγματικὰ,2_4,?,2_1,?
ἀγάπας,ἀγάπην,0_11,N;GEN;SG,0_4,?
καινούργιον,καινούργιο,0_1,?,0_10,ADJ;VOC;SG;NEUT
ἐλευθέρους,ἐλευθέραν,0_7,ADJ;ACC;PL;MASC,0_5,?
ἐδίδασκαν,ἐδίδασκα,0_5,?,0_0,N;ACC;SG
τυφλόν,τυφλοὺς,2_13,ADJ;NOM;SG;NEUT,2_15,?
δείξῃ,δείξωμεν,1_4,?,1_7,?
πυρετόν,πυρετὸς,2_13,ADJ;NOM;SG;NEUT,2_21,?
σμάραγδον,σμάραγδος,0_1,?,0_2,N;NOM;SG
ξένο,ξένη,0_10,ADJ;VOC;SG;NEUT,0_14,ADJ;NOM;SG;FEM
φέρεις,φέρομεν,1_6,V;2;SG;IPFV;PRS,1_0,?
ἐπίγειο,ἐπίγειος,0_10,ADJ;VOC;SG;NEUT,0_2,N;NOM;SG
ἵππου,ἵππους,0_15,ADJ;GEN;SG;NEUT,0_7,ADJ;ACC;PL;MASC
καλόν,καλὸς,2_13,ADJ;NOM;SG;NEUT,2_21,?
τελευταῖά,τελευταῖον,0_3,?,0_1,?
γνωστὴ,γνωστῶν,2_20,?,2_24,?
φυλακὴν,φυλακήν,2_12,?,2_10,?
