src word,tgt word,src slot,src predicted,tgt slot,tgt predicted,annotation 1,annotation 2
aldeas,aldea,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,

horas,hora,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
hora,horas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

sucio,sucias,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
sucio,sucia,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
sucias,sucio,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
sucias,sucia,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
sucia,sucio,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
sucia,sucias,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

tierno,tiernas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
tiernas,tierno,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,

negocio,negocios,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
negocios,negocio,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

ciego,ciegos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
ciegos,ciego,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

falso,falsas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
falso,falsos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
falsas,falso,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
falsas,falsos,2_2,V.PTCP;PST;FEM;PL,2_5,V;SBJV;FUT;1;PL,
falsos,falso,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
falsos,falsas,2_5,V;SBJV;FUT;1;PL,2_2,V.PTCP;PST;FEM;PL,

terco,tercos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
terco,terca,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
tercos,terco,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
tercos,terca,2_5,V;SBJV;FUT;1;PL,2_6,V;SBJV;PRS;1;SG,
terca,terco,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
terca,tercos,2_6,V;SBJV;PRS;1;SG,2_5,V;SBJV;FUT;1;PL,

envidias,envidian,2_2,V.PTCP;PST;FEM;PL,2_4,V;IND;PRS;2;PL,
envidias,envidia,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
envidian,envidias,2_4,V;IND;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
envidian,envidia,2_4,V;IND;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
envidia,envidias,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,
envidia,envidian,2_6,V;SBJV;PRS;1;SG,2_4,V;IND;PRS;2;PL,

ofrendas,ofrendan,2_2,V.PTCP;PST;FEM;PL,2_4,V;IND;PRS;2;PL,
ofrendas,ofrenda,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
ofrendan,ofrendas,2_4,V;IND;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
ofrendan,ofrenda,2_4,V;IND;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
ofrenda,ofrendas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,
ofrenda,ofrendan,2_6,V;SBJV;PRS;1;SG,2_4,V;IND;PRS;2;PL,

problemas,problema,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
problema,problemas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

soldado,soldados,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
soldados,soldado,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

bañado,bañada,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
bañada,bañado,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,

recíbanlo,recíbanla,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
recíbanla,recíbanlo,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,

reglas,regla,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
regla,reglas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

octavo,octava,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
octava,octavo,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,

jacob,jacobo,2_0,V;SBJV;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,
jacobo,jacob,2_0,V;SBJV;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,

pueblo,pueblos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
pueblos,pueblo,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

pequeño,pequeñas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
pequeño,pequeños,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
pequeño,pequeña,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
pequeñas,pequeño,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
pequeñas,pequeños,2_2,V.PTCP;PST;FEM;PL,2_5,V;SBJV;FUT;1;PL,
pequeñas,pequeña,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
pequeños,pequeño,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
pequeños,pequeñas,2_5,V;SBJV;FUT;1;PL,2_2,V.PTCP;PST;FEM;PL,
pequeños,pequeña,2_5,V;SBJV;FUT;1;PL,2_6,V;SBJV;PRS;1;SG,
pequeña,pequeño,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
pequeña,pequeñas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,
pequeña,pequeños,2_6,V;SBJV;PRS;1;SG,2_5,V;SBJV;FUT;1;PL,

extranjero,extranjeros,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
extranjeros,extranjero,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

desnudo,desnudos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
desnudo,desnuda,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
desnudos,desnudo,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
desnudos,desnuda,2_5,V;SBJV;FUT;1;PL,2_6,V;SBJV;PRS;1;SG,
desnuda,desnudo,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
desnuda,desnudos,2_6,V;SBJV;PRS;1;SG,2_5,V;SBJV;FUT;1;PL,

tranquilo,tranquilos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
tranquilo,tranquila,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
tranquilos,tranquilo,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
tranquilos,tranquila,2_5,V;SBJV;FUT;1;PL,2_6,V;SBJV;PRS;1;SG,
tranquila,tranquilo,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
tranquila,tranquilos,2_6,V;SBJV;PRS;1;SG,2_5,V;SBJV;FUT;1;PL,

seguro,seguros,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
seguro,segura,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
seguros,seguro,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
seguros,segura,2_5,V;SBJV;FUT;1;PL,2_6,V;SBJV;PRS;1;SG,
segura,seguro,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
segura,seguros,2_6,V;SBJV;PRS;1;SG,2_5,V;SBJV;FUT;1;PL,

montañas,montaña,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
montaña,montañas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

punto,puntas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
punto,punta,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
puntas,punto,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
puntas,punta,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
punta,punto,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
punta,puntas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

idiomas,idioma,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
idioma,idiomas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

caigan,caiga,2_4,V;IND;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
caiga,caigan,2_6,V;SBJV;PRS;1;SG,2_4,V;IND;PRS;2;PL,

palacio,palacios,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
palacios,palacio,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

piedras,piedra,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
piedra,piedras,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

kilómetro,kilómetros,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
kilómetros,kilómetro,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

fariseo,fariseos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
fariseos,fariseo,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

afueras,afuera,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
afuera,afueras,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

llueve,llueva,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
llueva,llueve,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,

agradecido,agradecidos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
agradecidos,agradecido,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

viejo,viejas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
viejo,viejos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
viejo,vieja,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
viejas,viejo,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
viejas,viejos,2_2,V.PTCP;PST;FEM;PL,2_5,V;SBJV;FUT;1;PL,
viejas,vieja,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
viejos,viejo,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
viejos,viejas,2_5,V;SBJV;FUT;1;PL,2_2,V.PTCP;PST;FEM;PL,
viejos,vieja,2_5,V;SBJV;FUT;1;PL,2_6,V;SBJV;PRS;1;SG,
vieja,viejo,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
vieja,viejas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,
vieja,viejos,2_6,V;SBJV;PRS;1;SG,2_5,V;SBJV;FUT;1;PL,

puedo,puede,2_0,V;SBJV;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,
puede,puedo,2_0,V;SBJV;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,
puedo,pueden,2_0,V;SBJV;PRS;2;PL,2_1,V;SBJV;PRS;1;PL,
puede,pueden,2_0,V;SBJV;PRS;2;PL,2_1,V;SBJV;PRS;1;PL,
puedo,puedas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
puede,puedas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
puedo,puedan,2_0,V;SBJV;PRS;2;PL,2_4,V;IND;PRS;2;PL,
puede,puedan,2_0,V;SBJV;PRS;2;PL,2_4,V;IND;PRS;2;PL,
puedo,pueda,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
puede,pueda,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
pueden,puedo,2_1,V;SBJV;PRS;1;PL,2_0,V;SBJV;PRS;2;PL,
pueden,puede,2_1,V;SBJV;PRS;1;PL,2_0,V;SBJV;PRS;2;PL,
pueden,puedas,2_1,V;SBJV;PRS;1;PL,2_2,V.PTCP;PST;FEM;PL,
pueden,puedan,2_1,V;SBJV;PRS;1;PL,2_4,V;IND;PRS;2;PL,
pueden,pueda,2_1,V;SBJV;PRS;1;PL,2_6,V;SBJV;PRS;1;SG,
puedas,puedo,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
puedas,puede,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
puedas,pueden,2_2,V.PTCP;PST;FEM;PL,2_1,V;SBJV;PRS;1;PL,
puedas,puedan,2_2,V.PTCP;PST;FEM;PL,2_4,V;IND;PRS;2;PL,
puedas,pueda,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
puedan,puedo,2_4,V;IND;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,
puedan,puede,2_4,V;IND;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,
puedan,pueden,2_4,V;IND;PRS;2;PL,2_1,V;SBJV;PRS;1;PL,
puedan,puedas,2_4,V;IND;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
puedan,pueda,2_4,V;IND;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
pueda,puedo,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
pueda,puede,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
pueda,pueden,2_6,V;SBJV;PRS;1;SG,2_1,V;SBJV;PRS;1;PL,
pueda,puedas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,
pueda,puedan,2_6,V;SBJV;PRS;1;SG,2_4,V;IND;PRS;2;PL,

crezcan,crezca,2_4,V;IND;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
crezca,crezcan,2_6,V;SBJV;PRS;1;SG,2_4,V;IND;PRS;2;PL,

vi,vio,2_0,V;SBJV;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,
vio,vi,2_0,V;SBJV;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,

tíralo,tíralos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
tíralos,tíralo,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

buen,bueno,2_0,V;SBJV;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,
bueno,buen,2_0,V;SBJV;PRS;2;PL,2_0,V;SBJV;PRS;2;PL,
buen,buenas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
bueno,buenas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
buen,buenos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
bueno,buenos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
buen,buena,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
bueno,buena,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
buenas,buen,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
buenas,bueno,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
buenas,buenos,2_2,V.PTCP;PST;FEM;PL,2_5,V;SBJV;FUT;1;PL,
buenas,buena,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
buenos,buen,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
buenos,bueno,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
buenos,buenas,2_5,V;SBJV;FUT;1;PL,2_2,V.PTCP;PST;FEM;PL,
buenos,buena,2_5,V;SBJV;FUT;1;PL,2_6,V;SBJV;PRS;1;SG,
buena,buen,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
buena,bueno,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
buena,buenas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,
buena,buenos,2_6,V;SBJV;PRS;1;SG,2_5,V;SBJV;FUT;1;PL,

mandato,mandatos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
mandatos,mandato,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

injusto,injustos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
injusto,injusta,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
injustos,injusto,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
injustos,injusta,2_5,V;SBJV;FUT;1;PL,2_6,V;SBJV;PRS;1;SG,
injusta,injusto,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
injusta,injustos,2_6,V;SBJV;PRS;1;SG,2_5,V;SBJV;FUT;1;PL,

filipo,filipos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
filipos,filipo,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,

romano,romanas,2_0,V;SBJV;PRS;2;PL,2_2,V.PTCP;PST;FEM;PL,
romano,romanos,2_0,V;SBJV;PRS;2;PL,2_5,V;SBJV;FUT;1;PL,
romano,romana,2_0,V;SBJV;PRS;2;PL,2_6,V;SBJV;PRS;1;SG,
romanas,romano,2_2,V.PTCP;PST;FEM;PL,2_0,V;SBJV;PRS;2;PL,
romanas,romanos,2_2,V.PTCP;PST;FEM;PL,2_5,V;SBJV;FUT;1;PL,
romanas,romana,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
romanos,romano,2_5,V;SBJV;FUT;1;PL,2_0,V;SBJV;PRS;2;PL,
romanos,romanas,2_5,V;SBJV;FUT;1;PL,2_2,V.PTCP;PST;FEM;PL,
romanos,romana,2_5,V;SBJV;FUT;1;PL,2_6,V;SBJV;PRS;1;SG,
romana,romano,2_6,V;SBJV;PRS;1;SG,2_0,V;SBJV;PRS;2;PL,
romana,romanas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,
romana,romanos,2_6,V;SBJV;PRS;1;SG,2_5,V;SBJV;FUT;1;PL,

muchachas,muchacha,2_2,V.PTCP;PST;FEM;PL,2_6,V;SBJV;PRS;1;SG,
muchacha,muchachas,2_6,V;SBJV;PRS;1;SG,2_2,V.PTCP;PST;FEM;PL,

merezco,merezcamos,2_0,V;SBJV;PRS;2;PL,2_3,V;POS;IMP;1;PL,
